Empresa;Projeto;Categoria;jan/24;fev/24;mar/24;abr/24;mai/24;jun/24;jul/24;ago/24;set/24;out/24;nov/24;dez/24;jan/25;fev/25;mar/25;abr/25;mai/25;jun/25;jul/25;ago/25;set/25;out/25;nov/25;dez/25;jan/26;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Credenciado TI;;;;;;;;;;;;;;;;;;;;;;;;500;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Credenciado TI;;;;;;;;;;;;;;;;;;;;;;;125;275;556;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;180;;295;74;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas com Pessoal;;;;;;;;;;;;;;;;;;88;40;40;41;38;33;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas com Pessoal;;;;;;;;;;;;;;;;;;157;58;66;;;112;25;;
Mar_BR;Eventuais B2G;Despesas com Pessoal;;;;;;;;;;;;;;;;;;76;;;42;;;;;
Mar_BR;Rede Alpha;Despesas com Pessoal;;;;;;;;;;;;;;;;;;6;3;3;4;;3;2;4;
Mar_BR;Rossi Advogados;Despesas com Pessoal;;;;;;;;;;;;;;;;;;2;1;1;1;;1;1;1;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas com Pessoal;;;;;;;;;;;;;;;;;;1293;582;577;598;480;518;341;578;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;128;65;63;65;53;56;37;63;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;;32;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;27;18;30;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;2053;2253;;3189;3189;5173;5173;7276;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;;;150;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas com Pessoal;;;;;;;;;;;;;;;;;;505;;;;;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas com Pessoal;;;;;;;;;;;;;;;;;;896;;;;;;;;
Mar_BR;Eventuais B2G;Despesas com Pessoal;;;;;;;;;;;;;;;;;;432;;;;;;;;
Mar_BR;Rede Alpha;Despesas com Pessoal;;;;;;;;;;;;;;;;;;37;;;;;;;;
Mar_BR;Rossi Advogados;Despesas com Pessoal;;;;;;;;;;;;;;;;;;13;;;;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas com Pessoal;;;;;;;;;;;;;;;;;;7387;;;;;;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;730;;;;;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;;;884;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;;;6828;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;;;738;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;;;350;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;1341;1399;1410;1491;1632;2150;2162;2096;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;27;27;;;1197;2269;6854;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;285;1122;920;832;2204;520;1043;651;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;762;762;;1567;811;1755;8646;1543;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;1774;1774;1774;1774;1774;1774;3469;1800;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;591;591;591;591;591;1156;600;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;6931;;;232;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;10814;13040;13532;11967;9286;10492;10682;7536;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;;;574;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;139;139;139;139;139;278;278;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;3790;;1068;675;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas com Pessoal;;;;;;;;;;;;;;;;;;116;123;223;273;790;81;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas com Pessoal;;;;;;;;;;;;;;;;;;206;179;373;;;275;91;;
Mar_BR;D.Z.M;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;;619;;
Mar_BR;Eventuais B2G;Despesas com Pessoal;;;;;;;;;;;;;;;;;;99;;;277;;;;;
Mar_BR;Mar Brasil - Rateio;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;;240;;
Mar_BR;Rede Alpha;Despesas com Pessoal;;;;;;;;;;;;;;;;;;9;9;17;25;;7;9;37;
Mar_BR;Rossi Advogados;Despesas com Pessoal;;;;;;;;;;;;;;;;;;3;3;6;8;;2;2;10;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas com Pessoal;;;;;;;;;;;;;;;;;;1700;1787;3253;3987;10108;1271;1236;5256;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;168;200;354;434;1106;138;135;573;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;;116;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;66;64;271;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;240;4013;3831;6449;6641;5869;5869;6062;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;;;508;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;838;838;866;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;3005;2869;3004;3142;2595;2595;3572;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;;;151;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;338;;338;356;
DZM;DZM - Mar Brasil;Ativos;;;;;;;;;;;;;;;;;;;;;771;;;1500;;
DZM;DZM - Rancho da Praia;Ativos;;;;;;;;;;;;;;;;;;;1613;244;2514;827;1257;1390;244;
DZM;DZM - RATEIO;Ativos;;;;;;;;;;;;;;;;;;;;139;;;;;;
DZM;DZM - Terceirização;Ativos;;;;;;;;;;;;;;;;;;;;;758;;;;;
DZM;Tchandra Coelho;Ativos;;;;;;;;;;;;;;;;;;;;;;2569;2631;2726;3895;
DZM;DZM - Mar Brasil;Despesas com Pessoal;;;;;;;;;;;;;;;;;;1000;;;350;;;;;
DZM;DZM - Pessoal;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;500;;;
DZM;DZM - Rancho da Praia;Despesas com Pessoal;;;;;;;;;;;;;;;;;;2996;4112;4229;3805;2811;3300;5450;;
DZM;DZM - RATEIO;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;1848;;;;;
DZM;DZM - Terceirização;Despesas com Pessoal;;;;;;;;;;;;;;;;;;33829;47862;53341;41855;58482;51935;52924;54362;
DZM;DZM - Terceirização;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;;;252;
DZM;Tchandra Coelho;Despesas com Pessoal;;;;;;;;;;;;;;;;;;;;;;;;;933;
DZM;DZM - Mar Brasil;Despesas Variáveis;;;;;;;;;;;;;;;;;;3142;49;72;;610;40;;314;
DZM;DZM - Mar Brasil - Climatização;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;;12199;
DZM;DZM - Pessoal;Despesas Variáveis;;;;;;;;;;;;;;;;;;2829;7676;7205;3384;2033;5775;1979;750;
DZM;DZM - Rancho da Praia;Despesas Variáveis;;;;;;;;;;;;;;;;;;3508;2530;1900;3138;2163;6219;6748;2734;
DZM;DZM - RATEIO;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;64;;;794;105;
DZM;DZM - Ribeirópolis - Galpão 0643;Despesas Variáveis;;;;;;;;;;;;;;;;;;4800;650;40;3779;40;60;3400;779;
DZM;DZM - Terceirização;Despesas Variáveis;;;;;;;;;;;;;;;;;;;83;;;;;;;
DZM;Tchandra Coelho;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;300;7187;5590;5780;21202;14001;
DZM;DZM - Imóveis Guilhermina;Outras Receitas;;;;;;;;;;;;;;;;;;0;0;;;;;;;
DZM;DZM - Pessoal;Outras Receitas;;;;;;;;;;;;;;;;;;;;129;129;129;;;;
DZM;DZM - Rancho da Praia;Outras Receitas;;;;;;;;;;;;;;;;;;0;1;;;;;;;
DZM;DZM - RATEIO;Outras Receitas;;;;;;;;;;;;;;;;;;;;0;0;2;1;3;4;
DZM;DZM - Terceirização;Outras Receitas;;;;;;;;;;;;;;;;;;1;1;;;;;;;
DZM;DZM - Imóveis Guilhermina;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;1822;1859;1834;1899;816;768;776;773;
DZM;DZM - Locação 647;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;;;;;;;;29167;
DZM;DZM - Rancho da Praia;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;18778;43989;14848;23840;24030;20745;6416;5683;
DZM;DZM - Terceirização;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;44229;49728;55090;51628;53726;63276;74889;78819;
DZM;N/D;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;;;;;;;;305;
DZM;Ybox - Terceirização;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;;;;12220;3464;3345;6714;5221;
DZM;DZM - Mar Brasil;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;;;140;;;;;;
DZM;DZM - Rancho da Praia;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;169;150;585;655;125;410;855;285;
DZM;DZM - Ribeirópolis - Galpão 0643;Custo dos Serviços Prestados;;;;;;;;;;;;;;;;;;665;;;;;;;;
DZM;DZM - Alcalinas;Despesas Administrativas;;;;;;;;;;;;;;;;;;;484;;345;374;374;374;374;
DZM;DZM - G2;Despesas Administrativas;;;;;;;;;;;;;;;;;;15000;9143;9143;9143;9143;9143;9143;240;
DZM;DZM - Imóveis Guilhermina;Despesas Administrativas;;;;;;;;;;;;;;;;;;523;1068;157;338;369;192;605;3148;
DZM;DZM - Mar Brasil;Despesas Administrativas;;;;;;;;;;;;;;;;;;2435;1792;2063;400;100;180;9366;;
DZM;DZM - Mar Brasil - Climatização;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;700;800;1000;1000;
DZM;DZM - Pessoal;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;1027;2355;3278;359;;2716;
DZM;DZM - Rancho da Praia;Despesas Administrativas;;;;;;;;;;;;;;;;;;4917;5466;8805;7491;9428;15380;4728;20736;
DZM;DZM - RATEIO;Despesas Administrativas;;;;;;;;;;;;;;;;;;;657;1944;1701;4353;3066;2297;4774;
DZM;DZM - Ribeirópolis - Galpão 0643;Despesas Administrativas;;;;;;;;;;;;;;;;;;500;975;1716;1493;3251;874;4943;7801;
DZM;DZM - Terceirização;Despesas Administrativas;;;;;;;;;;;;;;;;;;2812;1526;1153;3768;3054;2635;2195;1009;
DZM;DZM - Ybox;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;34;;;;;;
DZM;Tchandra Coelho;Despesas Administrativas;;;;;;;;;;;;;;;;;;;;;;;;;1658;
DZM;DZM - Imóveis Guilhermina;Impostos;;;;;;;;;;;;;;;;;;;140;;;;;;;
DZM;DZM - RATEIO;Impostos;;;;;;;;;;;;;;;;;;5343;;10532;16983;21438;21068;20563;22564;
DZM;DZM - Ribeirópolis - Galpão 0643;Impostos;;;;;;;;;;;;;;;;;;91;;;;;;;;
DZM;DZM - Imóveis Guilhermina;Receitas Financeiras;;;;;;;;;;;;;;;;;;8;;19;18;;38;;34;
DZM;DZM - RATEIO;Recuperação de Despesas Variáveis;;;;;;;;;;;;;;;;;;;;1;284;;60;;1;
DZM;DZM - Imóveis Guilhermina;Despesas Financeiras;;;;;;;;;;;;;;;;;;3;4;;;;;;;
DZM;DZM - Mar Brasil;Despesas Financeiras;;;;;;;;;;;;;;;;;;3;15;;;;;;;
DZM;DZM - Pessoal;Despesas Financeiras;;;;;;;;;;;;;;;;;;;6;;;;;;;
DZM;DZM - Rancho da Praia;Despesas Financeiras;;;;;;;;;;;;;;;;;;3;114;54;29;;;1;;
DZM;DZM - RATEIO;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;239;239;265;271;274;281;
DZM;DZM - Ribeirópolis - Galpão 0643;Despesas Financeiras;;;;;;;;;;;;;;;;;;3;;;;;;;;
DZM;DZM - Terceirização;Despesas Financeiras;;;;;;;;;;;;;;;;;;194;108;;;;;;;
DZM;DZM - Mar Brasil - Climatização;Despesas de Vendas e Marketing;;;;;;;;;;;;;;;;;;;;;;;;1290;;
DZM;DZM - RATEIO;Despesas de Vendas e Marketing;;;;;;;;;;;;;;;;;;;;;;;20000;;;
DZM;DZM - Terceirização;Despesas de Vendas e Marketing;;;;;;;;;;;;;;;;;;;;;1160;496;500;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;244;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;21;;51;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;34;;;;;;
Mar_BR;Rede Alpha;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;2;;;;;;
Mar_BR;Rossi Advogados;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;1;;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;300;;652;;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;33;;71;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;10061;33;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;185;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;625;856;;
Mar_BR;Rede Alpha;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;15;82;2;
Mar_BR;Rossi Advogados;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;5;20;0;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;2891;11639;254;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;315;1268;28;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;1089;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;149;599;13;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;3915;289;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;38;204;;90;;199;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Variáveis;;;;;;;;;;;;;;;;;;;298;;;;257;333;;
Mar_BR;Eventuais B2G;Despesas Variáveis;;;;;;;;;;;;;;;;;;33;;;91;;;;;
Mar_BR;Rede Alpha;Despesas Variáveis;;;;;;;;;;;;;;;;;;;16;;8;;4;32;16;
Mar_BR;Rossi Advogados;Despesas Variáveis;;;;;;;;;;;;;;;;;;;5;;2;;1;8;4;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;500;2968;;1315;;2953;4529;5747;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;52;332;;143;;299;493;245;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;16885;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;34;233;116;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;;1;
Mar_BR;Rede Alpha;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;;0;
Mar_BR;Rossi Advogados;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;;0;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;;6;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;;1;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;;0;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;823;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;32;172;;;;
Mar_BR;Eventuais B2G;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;32;;;;;
Mar_BR;Rede Alpha;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;3;;;;;
Mar_BR;Rossi Advogados;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;1;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;466;2196;;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;51;240;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;;118;
Mar_BR;Rede Alpha;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;;6;
Mar_BR;Rossi Advogados;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;;2;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;;917;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;176;;;;100;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;;47;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;171;;234;51;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;5;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;4;;8;10;36;15;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Variáveis;;;;;;;;;;;;;;;;;;7;;14;;;26;20;;
Mar_BR;D.Z.M;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;11;;
Mar_BR;Eventuais B2G;Despesas Variáveis;;;;;;;;;;;;;;;;;;4;;;10;;;;;
Mar_BR;Rede Alpha;Despesas Variáveis;;;;;;;;;;;;;;;;;;0;;1;1;;1;2;3;
Mar_BR;Rossi Advogados;Despesas Variáveis;;;;;;;;;;;;;;;;;;0;;0;0;;0;0;1;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;61;;123;141;456;145;271;400;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;6;;13;36;50;16;30;116;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;;25;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;7;14;21;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;111;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;23;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;296;;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;32;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;1404;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;44;;293;603;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;73;;;2038;;;
Mar_BR;Rede Alpha;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;3;;;49;;;
Mar_BR;Rossi Advogados;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;1;;;18;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;638;;3744;9421;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;69;;410;1026;;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Variáveis;;;;;;;;;;;;;;;;;;;;;;;486;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Outras Receitas;;;;;;;;;;;;;;;;;;;175;466;22;;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Outras Receitas;;;;;;;;;;;;;;;;;;;182;780;37;;;;;
Mar_BR;Rede Alpha;Outras Receitas;;;;;;;;;;;;;;;;;;;16;;;;;;;
Mar_BR;Rossi Advogados;Outras Receitas;;;;;;;;;;;;;;;;;;;5;;;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Outras Receitas;;;;;;;;;;;;;;;;;;;2486;6795;324;;;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Outras Receitas;;;;;;;;;;;;;;;;;;;337;759;36;;184;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Outras Receitas;;;;;;;;;;;;;;;;;;115;;0;0;;0;0;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Outras Receitas;;;;;;;;;;;;;;;;;;175;;0;0;;0;0;0;
Mar_BR;Eventuais B2B;Outras Receitas;;;;;;;;;;;;;;;;;;36;;0;0;;0;0;0;
Mar_BR;Eventuais B2G;Outras Receitas;;;;;;;;;;;;;;;;;;37;;;;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Outras Receitas;;;;;;;;;;;;;;;;;;1529;;0;0;;0;1;0;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Outras Receitas;;;;;;;;;;;;;;;;;;162;;0;0;;0;0;0;
Mar_BR;Eventuais B2G;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;26948;;;;;;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;;;;;;;617;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;55886;46259;52879;39170;7306;;2916;;
Mar_BR;Rede Alpha;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;2280;2425;2425;2830;3234;3234;3210;5171;
Mar_BR;Rossi Advogados;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;800;850;850;850;850;850;850;850;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;;;;;170636;;398442;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;31583;31583;31583;31583;31583;29478;;;
Mar_BR;Eventuais B2G;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;;;;32058;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;460899;460899;460899;460899;460899;460899;460899;460899;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;46658;50207;50207;50207;50207;50207;70052;55168;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;;;;;;;86256;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Receita Bruta de Vendas;;;;;;;;;;;;;;;;;;;;;;;47535;47535;23768;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Adiantamento - Credenciado Operacional;;;;;;;;;;;;;;;;;;;6500;;;;;;3500;
Mar_BR;São Paulo CRSN PSP 6018/2025;Adiantamento - Credenciado Operacional;;;;;;;;;;;;;;;;;;;;;;4500;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Corretiva - B2G;;;;;;;;;;;;;;;;;;;;;13;7504;4576;12755;15057;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Corretiva - B2G;;;;;;;;;;;;;;;;;;5885;2764;3356;228;225;228;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Corretiva - B2G;;;;;;;;;;;;;;;;;;1227;1305;1195;1497;1771;677;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Corretiva - B2G;;;;;;;;;;;;;;;;;;;1233;1064;;;;;;
Mar_BR;Eventuais B2G;Corretiva - B2G;;;;;;;;;;;;;;;;;;1077;;;1516;;1500;;;
Mar_BR;Mar Brasil - Estoque;Corretiva - B2G;;;;;;;;;;;;;;;;;;;;;3352;;;;3619;
Mar_BR;Rede Alpha;Corretiva - B2G;;;;;;;;;;;;;;;;;;;65;49;134;;26;742;271;
