empresa_id;empresa_nome;codigo_lancamento_omie;competencia;issue_type;issue_description
8w7sxfya;Mar Brasil;7876529791;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7876541227;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7876542207;28/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7876545057;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7880857614;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7880863972;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7881009931;20/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7881024478;26/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7881036537;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7881471426;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7881471436;23/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7882914254;23/12/2025;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;7883466836;15/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7883826686;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7883826866;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7883834698;02/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7883834700;02/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7883834704;02/04/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7883839540;12/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7883839735;12/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7883839955;12/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7883840232;12/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7885635159;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7895324114;05/01/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7895347534;05/01/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7895347808;04/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7895347809;16/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7895347810;05/04/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7895461803;02/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7895461805;05/04/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7895461806;05/04/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7897798241;24/12/2025;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7907947718;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7908300640;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7908425753;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7909855911;23/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7909855912;12/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7910003014;19/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7910222121;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7911805641;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7912424174;16/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7912432232;16/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7912440290;16/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7912556922;14/01/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7912711542;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7913905361;15/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7913908401;22/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7914856958;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7915092487;16/01/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7918706774;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7918706775;20/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7919290719;21/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7919291900;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7919291904;21/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7919529773;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7919529775;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7920845471;23/01/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7921005838;23/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7921007821;23/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7921012450;23/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7922925859;26/01/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7923096469;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7923112174;26/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7923998517;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7924234856;27/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7925709471;01/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7925709472;28/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7927173152;29/01/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7933423937;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7933697202;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7933700064;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7933700456;04/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7933700457;04/04/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7934695388;04/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7934708370;02/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7935769493;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7935819966;03/02/2026;categoria_ausente;Categoria ausente
8w7sxfya;Mar Brasil;7938915243;20/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7939362395;10/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7939726445;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7941136492;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7943460551;12/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7943465982;11/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7943469627;11/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7943473693;09/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7943478065;09/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7943940991;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7945683670;16/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7945685723;16/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7948331397;23/01/2026;categoria_ausente;Categoria ausente
8w7sxfya;Mar Brasil;7948384560;19/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7948407387;17/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7949308500;07/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7949329424;09/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7951765789;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7952409340;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7952414637;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7952423397;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7952431293;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7952441198;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7952475150;03/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;7953273720;24/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12200148668;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12200191752;24/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12200289635;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12201639310;02/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12201659876;02/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12202016015;02/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12202023382;02/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12202099077;02/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12202596653;02/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12202687830;02/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203120461;03/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203143281;03/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203184621;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203185304;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203187516;31/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203237481;03/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203246157;03/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203247925;03/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203795232;03/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203797460;03/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203798505;03/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203799761;03/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203802695;02/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203935487;04/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203937430;04/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12203946392;04/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12204071316;04/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12204076985;04/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12204471258;23/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12204533216;04/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12204534648;04/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12204835136;05/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12204849431;05/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12204959519;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12205228433;06/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12205248916;05/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12205252346;05/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12205254626;05/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12205269075;05/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12205642654;07/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12205642654;07/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12206334445;09/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12206579645;23/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12206860585;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12206868192;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12207048810;09/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12207051258;06/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12207063410;28/02/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12207063410;28/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12207063583;07/01/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12207063583;07/01/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12207141147;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12207309691;11/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12207323567;11/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12207343535;11/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12207549648;06/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12207553748;11/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12207570033;11/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12207571968;11/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208039238;11/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208040659;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208043449;06/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208044534;06/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208046103;06/04/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208047337;04/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208057070;11/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208069233;11/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12208071781;11/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12208211875;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208213996;12/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208302956;12/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208387250;09/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208407188;12/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208659447;12/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12208662200;12/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12208663929;11/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208667653;05/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208681563;13/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208703219;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208735700;28/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12208778103;13/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209106813;14/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209113290;14/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12209113290;14/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209656572;11/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209670626;14/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12209670653;06/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209675576;11/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209683004;11/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209685727;12/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209688133;12/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209690260;12/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209745440;26/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209746828;13/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209782389;28/02/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12209782389;28/02/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209783072;16/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12209783072;16/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209785239;16/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209799179;16/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209822161;12/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209827742;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209830931;11/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209832000;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209834211;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209840317;12/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209843126;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209850229;10/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209933720;16/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12209943584;02/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12210280333;13/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12210409779;17/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12210410597;17/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12210410665;17/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12210412397;17/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12210412660;17/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12210414280;17/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12210415876;17/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12210416904;17/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12210423333;09/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12210451879;17/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12210876133;18/03/2026;sem_rateio_departamento;Sem rateio
8w7sxfya;Mar Brasil;12211175864;03/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12211177500;03/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12211182060;04/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12211184042;05/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12211184349;05/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12211185232;05/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12211188083;06/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12211188705;08/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12211194731;13/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12211194735;13/03/2026;projeto_ausente;Projeto ausente
8w7sxfya;Mar Brasil;12211194739;13/03/2026;projeto_ausente;Projeto ausente
